51302031639,eec,230,74
51302044997,ebf,105,77
51302061151,efb,82,210
51302071433,bge,49,131
51302120180,cce,271,140
51302133640,baf,135,80
51302184935,ffe,299,236
51302189193,bgd,112,265
51302213740,ggd,229,80
51302224119,add,42,208
51302270633,cag,38,95
51302301887,gac,153,270
51302304414,gdb,52,97
51302333261,gea,61,219
51302340407,fca,46,284
51302365626,cbf,258,84
51302450450,bdg,111,108
51302467417,agb,109,69
51302494767,ded,127,91
51302498361,abg,270,234
51302534595,fea,92,245
51302544341,deb,184,84
51302572989,dab,88,236
51302585194,dca,15,20
51302591426,dgg,189,252
51302601217,dac,295,66
51302613430,eag,65,7
51302615127,cab,127,348
51302621018,cff,135,57
51302634516,bca,83,18
51302650514,adc,26,49
51302665166,bdf,287,279
51302683081,ada,22,102
51302687967,ccf,59,149
51302699116,dgc,55,42
51302727781,cea,239,36
51302742332,adb,157,41
51302748242,bfg,71,309
51302770567,dfc,279,105
51302800849,egf,1,137
51302896662,dee,74,286
51302919741,abd,143,253
51302963679,cae,164,256
51302968104,eaa,188,167
51302979771,eae,241,36
51302984171,aeg,92,108
51302990380,fcc,15,58
51303027324,geb,2,225
51303062789,adg,200,134
51303064204,dde,155,18
51303074694,cfd,143,182
51303087744,dcc,25,163
51303111377,dbf,236,51
51303125422,feg,97,129
51303131093,agf,50,104
51303165940,edb,159,91
51303182393,ebf,110,61
51303182806,geb,245,231
51303257874,fbg,220,210
51303269810,fcf,153,183
51303290531,efc,175,125
51303294903,agf,27,84
51303302121,dbb,74,76
51303332212,fdf,224,75
51303336995,bgc,65,116
51303346955,bbb,102,21
51303352845,ebd,120,164
51303356401,dcb,260,123
51303370139,dbg,207,63
51303406158,dge,173,234
51303406833,dcf,162,278
51303425323,add,67,180
51303431297,dbe,273,8
51303450675,fcg,58,210
51303485588,dab,58,221
51303533491,ccb,173,273
51303537822,fec,143,88
51303551564,ddc,31,183
51303556486,eee,287,203
51303564210,fde,206,204
51303579001,dce,142,126
51303596621,ccg,240,130
51303599640,bag,70,252
51303607699,dcd,11,115
51303620251,bcb,29,87
51303624029,beg,49,293
51303647333,bgb,232,257
51303659164,afa,153,169
51303687137,gfa,246,12
51303693812,cfd,37,198
51303721818,cdf,266,79
51303743564,ebb,183,237
51303746972,dag,298,201
51303749594,gbg,198,8
51303758448,gge,274,201
51303759274,fgf,87,101
51303779927,cab,208,292
51303786266,ddg,82,57
51303793697,ded,251,98
51303814647,ged,162,179
51303823202,gec,150,9
51303834801,dbf,290,50
51303936014,fea,91,213
51303942356,aeg,123,108
51303992591,gdb,19,97
51304016155,aab,217,231
51304021452,bbe,269,286
51304026226,ceb,185,106
51304033666,ddd,141,16
51304047770,age,285,235
51304055637,bee,155,134
51304059336,eea,163,178
51304073025,fbe,170,106
51304078176,eee,21,207
51304100595,ffd,217,77
51304137100,cgb,188,173
51304144002,ece,120,166
51304144070,gcf,147,285
51304144682,deb,296,69
51304151047,dge,71,264
51304165965,bbe,258,254
51304166620,fac,132,177
51304178523,fge,228,160
51304191769,fef,188,100
51304193345,gba,175,151
51304196772,acf,236,70
51304238865,efb,109,207
51304262410,gce,27,213
51304276189,fff,18,295
51304276826,aff,8,135
51304301509,gbf,198,138
51304317355,dgf,150,208
51304321060,bdb,220,218
51304332905,abf,266,189
51304336962,fgb,175,275
51304349123,dcg,160,228
51304370485,fae,85,115
51304385523,afc,203,87
51304400426,fee,181,32
51304403671,eae,152,37
51304438991,gdf,107,233
51304440114,bag,269,269
51304449647,bab,112,97
51304472072,dae,80,130
51304472529,cde,233,139
51304493539,fdb,1,219
51304496409,fde,177,228
51304517129,dbb,135,76
51304525509,cgf,166,104
51304538697,bbf,271,241
51304541997,bfc,42,169
51304545823,bgd,32,267
51304550101,deg,279,286
51304580613,cgc,27,270
51304592769,cfc,48,255
51304601919,afe,245,40
51304617015,ead,214,198
51304629510,ccd,246,150
51304658850,feb,22,202
51304670168,geg,240,75
51304689807,gba,184,131
51304706956,gge,290,205
51304720900,cef,44,53
51304738332,edf,223,260
51304746747,fgg,9,248
51304798185,eed,1,173
51304815496,bfd,293,237
51304828619,agf,99,93
51304856441,dbc,251,243
51304875784,dge,258,285
51304884523,gae,298,266
51304925753,dcg,64,216
51304928530,ege,220,161
51304932100,edb,60,80
51304947954,bba,85,272
51305015340,efg,71,299
51305020173,bce,95,73
51305020527,gaf,139,213
51305030886,aeg,31,112
51305033783,age,96,190
51305041075,afb,217,201
51305059259,bcg,12,93
51305075737,baf,247,68
51305080091,ecb,202,17
51305085262,afc,271,87
51305161763,bcc,22,277
51305171991,efb,238,231
51305193017,gea,198,186
51305219697,aef,52,89
51305231530,ddb,124,35
51305231977,aed,157,126
51305243645,cff,106,62
51305257658,gdc,76,26
51305260489,ggf,30,120
51305267185,ebg,117,90
51305268983,ffc,105,80
51305289079,ega,49,127
51305300815,cbe,219,67
51305388896,bdc,137,229
51305423481,aea,296,148
51305434447,bdd,131,113
51305447517,dgd,67,277
51305455252,dcc,116,138
51305461726,geb,117,231
51305464693,daa,36,110
51305505979,gce,255,217
51305539089,caa,52,53
51305548211,dcg,74,198
51305577616,cga,129,83
51305607375,bcf,77,37
51305623652,aab,153,198
51305639125,cbc,178,286
51305640682,dfb,106,231
51305660705,eeb,9,179
51305665123,bfe,74,204
51305683012,bfc,212,163
51305687105,cbd,249,90
51305699997,gad,275,80
51305704902,eff,211,226
51305712991,bef,167,279
51305730062,bae,286,246
51305735462,dce,210,120
51305811554,bec,207,268
51305841934,aaf,34,214
51305861843,bce,156,79
51305863949,cce,84,123
51305895529,acc,135,126
51305901683,bbd,96,89
51305904769,eaf,225,157
51305924970,gca,121,40
51305943855,eef,29,55
51305949993,egg,248,262
51305980010,agc,55,18
51305998082,gef,185,278
51306060639,cbb,101,240
51306084673,gbb,190,270
51306098299,dac,5,63
51306114817,fbf,86,29
51306123466,gca,18,36
51306124586,bca,92,21
51306152546,bfa,9,135
51306163080,beg,35,307
51306165311,ccc,97,76
51306177395,aba,93,287
51306186084,caf,237,185
51306200182,bcg,137,85
51306219723,aad,225,274
51306220933,edc,208,168
51306226599,bdg,32,106
51306238498,bdf,280,251
51306298105,dgd,252,321
51306301970,cdb,83,228
51306305248,efd,112,10
51306309503,fab,34,59
51306316554,fad,264,156
51306331061,dgf,286,239
51306355634,acb,168,25
51306378101,gbf,165,126
51306379329,eae,99,42
51306383177,eca,81,29
51306384896,cca,160,148
51306426431,beg,176,257
51306441812,afb,227,201
51306459058,ccf,181,135
51306474701,bed,22,288
51306527160,gfd,90,41
51306544313,efg,260,260
51306549654,adg,174,134
51306558184,ace,16,175
51306604779,bca,44,23
51306613737,ebg,24,90
51306620709,gge,122,229
51306620895,edb,213,88
51306641405,dcd,246,125
51306642949,ced,220,217
51306650305,gag,197,159
51306672302,bce,56,82
51306707066,dag,3,203
51306719020,cfb,1,230
51306747779,gag,241,152
51306780412,fca,227,284
51306799811,aga,89,41
51306808701,cgb,252,195
51306811257,agf,255,80
51306823226,bee,191,128
51306824606,gda,240,241
51306830575,ccf,165,149
51306836445,efe,34,176
51306850424,ace,142,171
51306862525,afa,39,140
51306904384,ebc,173,212
51306912656,ffb,60,138
51306919185,gad,160,95
51306920248,fgd,23,199
51306920858,aec,121,9
51306930847,dgg,173,214
51306962670,dad,243,18
51306976591,dfd,179,201
51307004676,fbd,38,272
51307104673,fgc,192,125
51307131053,gfc,25,73
51307139231,egb,132,143
51307151548,dce,58,116
51307167500,ebd,90,195
51307176368,egg,120,285
51307189534,gec,259,9
51307193071,ggb,275,70
51307194926,gac,57,216
51307198260,fbd,284,261
51307205070,bgg,101,42
51307210249,gee,96,273
51307219567,gdg,54,6
51307258038,bec,134,246
51307268029,baa,252,71
51307278904,ffa,279,20
51307307328,fgb,125,266
51307339927,cad,6,108
51307342583,ged,219,205
51307364010,ega,187,137
51307364218,fce,64,85
51307438117,cgd,44,247
51307454869,gcb,287,323
51307482456,aeg,155,91
51307484098,cgg,22,211
51307488386,ecd,249,299
51307504298,eba,223,50
51307524731,gga,34,191
51307533820,dgc,179,45
51307546039,cdb,199,196
51307546959,dge,267,302
51307547209,aga,128,33
51307550500,abe,223,22
51307567542,agg,220,79
51307581907,ebg,143,84
51307584329,dea,230,162
51307588004,cdg,213,284
51307609042,deb,191,64
51307615020,aca,51,106
51307620497,gfe,259,195
51307626232,gag,119,176
51307637359,ccg,66,105
51307639706,efb,206,214
51307640819,bga,123,269
51307650006,gcc,186,262
51307650732,gfg,21,40
51307656120,gee,8,308
51307668652,dcd,248,133
51307670512,gbd,206,138
51307676984,cbe,259,66
51307694335,gbc,197,20
51307710145,ace,242,162
51307713975,agg,217,77
51307718834,fcb,56,110
51307719593,faa,107,298
51307728612,aee,5,150
51307732378,ecc,52,253
51307753906,fed,26,75
51307755331,fdf,8,87
51307759988,afc,292,70
51307793190,fgb,289,247
51307801010,eca,271,23
51307809078,acd,193,63
51307809643,afc,232,65
51307828381,dgc,71,49
51307891471,bfe,122,181
51307922670,fda,233,119
51307923204,bag,134,220
51307948301,agf,142,94
51307948734,agf,262,88
51307959608,age,277,167
51307964934,dfe,69,140
51308002012,dfg,190,75
51308014918,dda,107,204
51308019956,dfb,186,263
51308031434,gdd,129,193
51308056692,fbc,90,90
51308057081,bda,212,102
51308078946,gff,170,278
51308087675,cag,155,78
51308101372,cda,18,53
51308125921,dab,154,181
51308132970,agc,243,20
51308157229,bff,247,160
51308160278,cdc,102,117
51308200194,dba,87,198
51308228384,ffa,213,17
51308258548,eab,169,52
51308265472,ede,21,38
51308267636,cec,234,290
51308272565,gcd,115,140
51308298480,gbe,62,184
51308308121,ggc,204,156
51308321559,fdd,156,202
51308323167,aeb,144,34
51308324152,agf,117,73
51308332213,bea,180,193
51308349167,eef,190,54
51308350269,gfd,243,37
51308356594,dea,29,184
51308359599,gdb,75,114
51308360352,bcf,69,35
51308377155,bfg,205,342
51308393602,bfc,106,159
51308414434,fga,129,21
51308429391,fdg,33,154
51308457271,agb,77,75
51308462087,gcg,282,94
51308481227,cfe,259,189
51308485618,cge,172,90
51308517437,fcb,57,102
51308537064,gdf,128,233
51308559077,bgc,221,92
51308559736,bde,258,73
51308564303,fed,179,83
51308570823,cce,188,142
51308571776,acg,39,266
51308581212,gad,215,79
51308598812,bed,298,241
51308599107,fef,269,110
51308621412,bgf,76,279
51308650071,dbf,2,49
51308663635,bbc,34,91
51308676812,fdc,96,149
51308695331,gba,29,141
51308724567,dga,223,50
51308737415,def,89,244
51308746411,gae,221,289
51308747439,efa,79,256
51308750172,cee,96,249
51308757093,afd,135,167
51308757528,fbg,94,241
51308768490,caa,4,47
51308781183,aae,3,176
51308808621,abd,158,275
51308811961,fdb,40,197
51308817695,fdd,94,204
51308832327,ecf,113,138
51308837441,fac,61,182
51308855147,fcd,197,181
51308860204,bea,245,171
51308860880,dfc,23,84
51308874075,eff,129,235
51308892231,gea,278,186
51308898871,cfg,124,296
51308943869,eaa,83,138
51308949235,dbd,87,46
51308952837,fbb,129,173
51308966956,edd,215,221
51309002818,bce,295,73
51309064487,beb,216,270
51309068710,gee,272,258
51309085993,dad,101,16
51309100261,gge,194,231
51309102198,fba,68,192
51309139351,aac,259,66
51309147993,eec,71,69
51309157142,egf,107,109
51309157441,ccd,10,139
51309157675,daf,58,81
51309205674,afe,60,34
51309213600,bad,225,297
51309241313,faf,194,111
51309245891,efc,246,111
51309258455,ffe,29,254
51309265762,bdb,133,222
51309269378,fbf,240,23
51309280398,fgd,140,224
51309286542,ffg,61,156
51309310699,cdd,45,48
51309324550,aeg,69,102
51309354368,ceg,258,241
51309364184,edg,259,275
51309381213,aag,267,276
51309393892,cae,257,204
51309420145,gde,113,248
51309452444,faa,132,298
51309461958,gee,37,288
51309480555,abd,210,258
51309489767,cea,184,37
51309492783,dec,67,370
51309503866,dbf,9,40
51309511851,gbc,179,21
51309526795,ded,103,91
51309544038,gfb,264,147
51309545195,dce,69,129
51309549636,cgg,272,221
51309555706,ecg,10,90
51309556310,cfd,168,223
51309557258,ggg,75,179
51309572231,eee,243,215
51309576836,gbb,111,280
51309578542,dfe,84,127
51309586286,dfg,156,84
51309600522,cgd,253,271
51309635944,edc,80,157
51309637695,gcb,208,316
51309647799,egc,299,86
51309654141,eda,35,42
51309670108,aaf,198,177
51309671275,gbg,159,6
51309674596,agd,34,84
51309687997,bcb,41,102
51309732256,cba,90,80
51309749168,bfb,1,195
51309789039,dfa,101,287
51309790125,eac,163,222
51309799063,dae,269,146
51309809921,gag,84,153
51309812096,gab,62,80
51309815275,cfa,104,161
51309824976,ecc,125,212
51309828367,cdg,184,269
51309830214,eeb,279,144
51309849663,ebf,147,58
51309855000,bcd,124,122
51309883833,cac,121,227
51309899314,aab,78,166
51309902552,ade,184,257
51309911459,bbg,113,123
51309914156,ebc,267,216
51309939937,cga,100,83
51309950335,egd,104,239
51309950589,fag,28,68
51309971160,afg,52,203
51309977233,aeb,241,31
51309996840,ddf,252,298
51310009895,bbg,291,137
51310014360,ddg,155,63
51310014506,bfa,5,129
51310020329,dff,152,68
51310043907,ebe,237,170
51310050790,cee,145,271
51310055749,ccb,147,240
51310073548,cbg,1,46
51310086841,abc,116,28
51310156744,aga,102,34
51310162234,age,132,197
51310172113,adc,10,46
51310208832,dca,186,23
51310255612,cgd,212,322
51310275231,dab,99,177
51310280784,cgb,171,228
51310287294,dfd,22,219
51310292962,adf,93,194
51310306713,cdf,102,86
51310330602,ceb,155,84
51310355930,ada,125,86
51310366188,fgb,9,202
51310366698,bcd,27,102
51310370846,cbf,171,99
51310381332,fcc,39,60
51310383473,bgd,257,242
51310385421,edd,218,192
51310395755,fda,55,127
51310429672,dab,78,141
51310440083,gab,297,78
51310541435,dce,108,105
51310544356,aaa,24,7
51310554216,cef,9,50
51310586622,bga,132,314
51310590632,cda,4,59
51310595271,ege,179,161
51310616630,agg,297,85
51310639365,bbb,166,24
51310644504,gaa,94,177
51310685336,dbg,71,54
51310696300,ega,99,147
51310698896,feg,181,148
51310699806,adf,244,192
51310724103,bcd,176,120
51310742550,eea,122,208
51310747043,dgb,258,7
51310773118,bef,114,245
51310794961,bfd,293,260
51310804544,acb,136,23
51310823282,bac,37,228
51310862080,ebf,103,51
51310874480,cae,182,201
51310886019,fea,91,223
51310893365,cdb,143,170
51310897838,ded,74,89
51310899107,dgf,297,284
51310900975,dcf,186,297
51310907551,eed,152,198
51310916021,fdc,59,165
51310920624,fcg,207,239
51310937176,eeb,38,119
51310941935,bee,288,135
51310985833,adb,88,35
51310987545,cgf,239,87
51310987723,fae,262,128
51311022216,bab,93,86
51311022488,bga,125,329
51311032570,dbe,75,6
51311061907,gbf,2,146
51311068889,gbd,59,115
51311077741,dcb,230,105
51311081665,abc,159,24
51311081812,efg,72,275
51311083107,dad,168,16
51311084035,gfd,197,41
51311087236,dda,245,189
51311100847,bgb,290,236
51311106700,fgf,255,98
51311126035,fec,274,95
51311148967,bae,242,258
51311150329,edg,68,264
51311169264,geg,289,80
51311179389,aag,294,229
51311189117,fab,140,66
51311192394,gfa,259,11
51311203954,cdb,186,164
51311205370,dgg,271,179
51311266441,add,196,153
51311272469,dbf,243,40
51311312414,gge,34,205
51311320100,abb,248,338
51311343614,bag,160,228
51311370207,cgf,129,72
51311379666,eeg,160,193
51311385636,agf,273,83
51311392060,bge,203,108
51311395441,baf,42,64
51311396321,ged,207,192
51311404802,ggd,139,86
51311483505,fcc,87,69
51311504624,abg,93,231
51311515493,bfe,133,148
51311538516,cce,162,137
51311554444,eag,224,7
51311555587,cda,105,60
51311571509,gdc,168,21
51311594767,aab,142,185
51311595998,bbg,295,142
51311615570,ccg,60,120
51311615861,dbc,35,279
51311636166,aeb,52,31
51311657807,dde,79,15
51311669059,bed,292,243
51311675728,bcf,266,37
51311688210,fae,100,143
51311752812,dee,110,328
51311778762,fbf,275,26
51311806418,cdc,108,102
51311820659,edb,209,98
51311832888,dbb,175,88
51311934897,fgg,263,243
51311944546,aed,90,141
51311963300,aff,181,129
51311971280,aae,112,200
51311996720,fee,31,38
51312012896,dcg,203,225
51312045175,aec,88,9
51312065103,aac,143,60
51312109718,ded,122,80
51312152100,cag,186,90
51312166348,eba,141,44
51312177385,ace,82,184
51312188507,abe,51,20
51312220570,dfd,220,260
51312251709,bfe,117,146
51312258660,fag,259,62
51312264262,cdd,251,54
51312264756,ddd,280,16
51312280032,dce,290,122
51312283814,def,106,268
51312297737,cde,133,129
51312308289,efa,58,207
51312374382,ffd,208,62
51312392841,gbg,41,5
51312399877,fde,263,257
51312408110,acf,292,68
51312418049,gac,53,228
51312452444,cce,61,146
51312452543,fga,11,18
51312458427,ece,59,144
51312480655,dbf,130,40
51312518068,dcc,231,122
51312520061,edf,255,226
51312525503,fdf,71,85
51312534988,ddb,81,33
51312539530,ggf,240,130
51312589789,abf,4,177
51312595821,fge,5,180
51312631021,dge,249,317
51312651937,cgf,121,59
51312696576,bcb,92,88
51312704387,ded,212,76
51312733386,beb,35,248
51312734158,fcf,66,208
51312748699,ddc,261,204
51312762369,efc,137,129
51312762709,acd,192,52
51312777133,bcc,93,268
51312803773,bca,268,20
51312816858,gfa,25,11
51312844138,fdc,180,146
51312855364,gcf,201,273
51312872087,bca,94,22
51312887649,cfa,236,175
51312915051,bbd,25,76
51312937703,dgd,11,304
51312940935,ffe,115,264
51312941280,geb,120,212
51312952252,egb,120,143
51312957864,agg,184,99
51312965939,fdc,214,144
51313006779,gff,132,305
51313014774,ggd,222,98
51313040786,dge,137,301
51313063073,bbf,273,204
51313079154,ebc,221,200
51313082052,feb,178,193
51313097963,dea,64,165
51313126672,cca,65,128
51313129761,fce,266,73
51313139612,ddg,275,66
51313142452,eaf,43,142
51313146236,bde,253,82
51313147188,egg,7,316
51313148797,gfd,34,41
51313150955,agc,69,18
51313156574,fce,181,66
51313168077,ggc,231,127
51313190489,fad,25,159
51313196600,efd,1,10
51313221484,adf,165,168
51313238029,afb,266,172
51313247778,cad,295,117
51313259882,bcb,258,73
51313282063,dcb,47,88
51313290085,fgc,202,103
51313291683,cab,279,268
51313316338,bbf,140,169
51313321968,efb,5,228
51313335758,fbb,128,200
51313337674,fdb,96,200
51313368390,dag,117,207
51313384728,aef,153,77
51313385032,dcb,62,83
51313385487,afc,196,59
51313390639,gca,145,36
51313415072,dbe,106,6
51313430377,ffe,63,224
51313449761,bad,123,273
51313452372,bbg,104,122
51313467965,cbe,227,69
51313471488,eba,55,36
51313484802,bcd,148,121
51313500547,cba,105,76
51313527334,ccf,20,169
51313545912,bba,27,312
51313553256,cfb,244,246
51313559000,dge,249,297
51313560786,abf,202,180
51313561277,dag,43,173
51313570597,aca,228,120
51313586194,gab,290,88
51313609551,cgc,48,315
51313615650,cgd,279,286
51313623933,cdb,92,188
51313638192,ebb,132,251
51313642133,ebf,157,41
51313648543,cdc,147,98
51313670494,gec,107,8
51313678993,abg,35,198
51313687371,fbe,22,95
51313688495,bdc,297,185
51313689513,gfe,296,210
51313706077,ada,104,75
51313716471,cbc,134,306
51313727989,bgf,7,306
51313758186,afg,113,184
51313781903,cgd,117,251
51313785057,fge,133,210
51313876469,bac,262,232
51313879001,eae,13,37
51313884191,cde,108,113
51313921816,geg,295,67
51313934547,cae,272,162
51313938339,fff,2,265
51313954117,ebe,227,180
51313965311,fec,38,88
51313970700,aad,203,309
51313973215,bda,200,85
51313997616,bbe,183,269
51314005202,gce,1,217
51314014311,ccc,264,64
51314016045,beb,72,267
51314019235,baa,92,83
51314025916,gba,296,112
51314049247,fac,144,191
51314064985,ecf,65,140
51314074107,adg,160,127
51314077654,dec,137,373
51314085873,faa,94,256
51314089614,dbc,159,228
51314096755,dac,215,51
51314102376,fcb,239,103
51314110795,cbf,191,103
51314110954,bcd,76,98
51314133592,bdd,298,102
51314146499,gbd,238,106
51314162927,fba,177,193
51314175766,fgb,178,171
51314186292,ffa,215,17
51314191177,cac,249,224
51314205702,ecb,116,18
51314206572,cae,240,163
51314215150,ceb,130,73
51314220326,cfe,268,209
51314224478,cgg,243,223
51314227405,gfc,153,86
51314254600,bcg,12,69
51314262464,deg,106,274
51314300927,aef,293,83
51314313921,daa,178,93
51314330468,bfd,275,221
51314333430,dae,153,138
51314336498,ead,213,180
51314337690,cfc,291,244
51314362455,aba,10,338
51314365872,bcd,210,111
51314396018,egc,183,81
51314409392,abd,254,258
51314424298,cfe,292,240
51314446278,bag,296,216
51314473197,egf,68,117
51314506292,cdb,193,182
51314523063,gcb,135,347
51314538350,bga,37,292
51314575912,bdg,133,93
51314578931,bfc,264,162
51314593866,gdf,32,186
51314631142,bef,207,269
51314699419,dge,270,243
51314721307,cbb,83,204
51314740797,ffc,56,68
51314750773,cac,89,262
51314751258,ggf,265,124
51314758254,aed,211,159
51314770824,eea,96,185
51314775014,cff,81,55
51314777861,dee,278,380
51314801296,ecg,201,72
51314822124,eec,181,69
51314824071,gbb,165,263
51314825014,edc,125,146
51314895989,aea,40,162
51314903128,gaf,276,189
51314931510,dda,84,209
51314945319,ddg,79,76
51314948903,ebg,147,96
51314958242,gge,189,221
51314960372,bce,85,65
51314961452,aee,284,175
51314965567,bgg,5,49
51314980624,fff,25,272
51315004683,ada,98,80
51315019060,dgc,235,49
51315057467,cfc,265,204
51315058592,abg,169,225
51315067970,aab,106,148
51315072577,gef,42,230
51315079387,dea,91,140
51315101904,gaf,227,153
51315104425,adb,62,41
51315106592,gcc,230,259
51315147772,caa,114,54
51315189227,fag,32,50
51315200995,aff,161,104
51315213063,afa,257,135
51315217889,gdf,242,202
51315233512,gbg,76,5
51315259898,edg,195,227
51315288946,dgb,269,7
51315295899,fce,201,71
51315321419,ddd,138,18
51315366763,gdb,212,110
51315392272,dba,117,231
51315404242,adg,63,124
51315404295,fbd,247,271
51315409668,bdf,62,293
51315427766,caf,103,151
51315459479,abd,146,273
51315469252,bed,20,213
51315485713,gge,92,183
51315492822,gea,161,200
51315515009,gae,151,262
51315529979,adg,294,104
51315540845,cab,183,300
51315562725,gcg,121,92
51315563827,cga,202,73
51315572652,acd,211,44
51315589794,cbd,158,84
51315590919,ffb,217,133
51315621695,dfb,244,234
51315630035,fbb,205,202
51315664556,ced,177,240
51315669480,aff,160,122
51315685257,ddd,224,19
51315689982,gfg,165,39
51315693788,eeg,292,225
51315695544,acc,19,120
51315740300,dad,288,13
51315757619,dba,233,254
51315783407,gfe,229,201
51315794625,ffa,244,14
51315838118,cba,144,90
51315838825,ege,174,180
51315898226,fgb,252,155
51315922163,efe,281,140
51315953753,caf,120,141
51315969945,fbc,121,84
51316001560,ede,256,33
51316002341,ebd,73,196
51316003141,fgb,136,173
51316006014,ffe,243,208
51316036366,bbe,147,309
51316056967,fgd,212,253
51316072095,dga,12,49
51316081398,gaa,219,175
51316107446,gga,88,185
51316150149,dfd,263,241
51316154452,afa,7,137
51316159689,bab,257,80
51316167057,eac,152,217
51316169432,ade,262,215
51316171607,gdd,84,204
51316173931,bec,45,248
51316207209,deb,147,62
51316207666,ggb,80,66
51316214636,cfc,64,167
51316247235,gda,180,226
51316248193,eca,84,27
51316252003,bea,101,186
51316288774,fgf,11,104
51316293170,dcd,240,156
51316298029,bgf,188,364
51316321499,aff,63,107
51316325401,fge,206,170
51316343584,gbe,145,202
51316361658,gee,111,236
51316366462,gag,8,133
51316387696,ggg,271,161
51316390652,beg,169,292
51316392952,faa,260,245
51316394857,aaa,12,6
51316398883,ddd,72,16
51316416350,cff,261,48
51316420222,acg,80,263
51316442869,agg,53,82
51316460202,cgb,189,216
51316468416,bae,142,250
51316488184,cae,286,148
51316499290,afd,108,151
51316502117,fab,299,54
51316521037,bbg,47,134
51316542478,cdg,247,285
51316552773,cca,93,133
51316606318,afg,171,149
51316609004,fgb,43,197
51316640298,ecc,211,171
51316651464,fdf,108,92
51316662286,cec,158,304
51316717997,fca,287,335
51316731557,cfe,64,266
51316738016,cge,282,107
51316752465,fgd,174,240
51316753823,bbb,71,27
51316757450,cee,294,300
51316797111,gdg,251,6
51316815865,fge,28,188
51316816460,ccg,197,121
51316867991,bcd,61,123
51316877149,gff,226,298
51316888579,daf,182,74
51316903741,ega,34,160
51316914784,gad,132,73
51316923630,gfd,198,47
51316929841,deg,256,274
51316936704,gce,114,197
51316940615,cfe,40,303
51316954661,gdf,200,236
51316961488,dab,289,141
51316970146,dbg,186,53
51316973419,eaa,274,111
51316976233,fbg,23,279
51316978454,fcc,162,69
51316986794,bcg,57,66
51317097191,ecd,140,328
51317099943,eaf,266,137
51317144266,bfg,136,273
51317152211,fec,101,98
51317175792,aga,177,37
51317193866,eeg,194,193
51317204448,cef,269,40
51317213703,fbe,162,85
51317213944,fag,11,57
51317216835,aaf,202,207
51317222478,fcd,4,204
51317239030,egg,156,274
51317243143,abf,23,199
51317251253,dfc,150,94
51317268188,faf,89,101
51317278386,gcd,272,148
51317328870,fea,258,214
51317360429,eef,100,59
51317373917,afe,60,36
51317384186,feg,211,159
51317390812,bff,72,163
51317405305,ddb,134,31
51317418347,aff,230,96
51317436334,daf,212,78
51317453611,gee,164,273
51317491101,edf,133,201
51317513729,eda,146,39
51317545025,dfe,294,137
51317570717,bff,218,190
51317571768,gag,134,138
51317587854,bdd,202,106
51317623025,bdb,109,235
51317627390,afa,103,131
51317629608,dgc,92,50
51317641403,bdg,97,103
51317663887,efd,260,10
51317667986,eeb,191,139
51317676050,dbd,144,47
51317695212,adc,216,37
51317700046,dcc,34,136
51317710408,bgc,195,85
51317716289,dcb,38,92
51317735810,edc,124,147
51317740025,gda,100,266
51317746247,fcg,192,215
51317760890,dca,182,19
51317770095,cea,86,31
51317774165,fdg,262,155
51317828266,fae,151,163
51317846337,gde,35,218
51317857412,gcf,187,316
51317885068,dbe,171,6
51317896378,bfd,139,227
